name,online_order,book_table,rate,votes,location,rest_type,cost2plates,category,grouped_cuisines
barbeque nation,No,Yes,4.3,41,Marathahalli,Casual Dining,400.0,Buffet,North Indian Cuisine
ammi's biryani,No,No,2.1,342,Marathahalli,Quick Bites,500.0,Dine-out,North Indian Cuisine
third wave coffee roasters,No,No,4.3,90,Others,Cafe,800.0,Cafes,Western Cuisine
banashankari biriyani,No,No,3.7,0,Rajajinagar,Quick Bites,300.0,Delivery,South Indian Cuisine
wood rose,No,No,3.3,8,Seshadripuram,Others,1000.0,Dine-out,North Indian Cuisine
reddy's restaurant,Yes,No,3.7,141,HSR,Casual Dining,500.0,Dine-out,South Indian Cuisine
wazir's,Yes,No,3.3,261,Shanti Nagar,Casual Dining,500.0,Dine-out,North Indian Cuisine
mecaf family restaurant,Yes,No,3.9,214,BTM,Casual Dining,600.0,Dine-out,North Indian Cuisine
chai resto,No,No,3.6,5,Bellandur,Quick Bites,200.0,Delivery,Fast Food & Street Food
afrina's kitchen,Yes,No,3.4,9,Kammanahalli,"Takeaway, Delivery",250.0,Delivery,Fast Food & Street Food
smack cafe,No,No,3.7,0,Koramangala 1st Block,Cafe,400.0,Cafes,Fusion & Miscellaneous
shahi darbar,Yes,No,3.2,5,Ejipura,Quick Bites,300.0,Delivery,North Indian Cuisine
punjabi dhaba,Yes,No,2.8,53,Indiranagar,Quick Bites,300.0,Delivery,North Indian Cuisine
indori chatorey,Yes,No,2.8,137,BTM,Quick Bites,300.0,Delivery,North Indian Cuisine
sip n bite,No,No,3.3,11,Bommanahalli,Quick Bites,300.0,Delivery,North Indian Cuisine
gogula's sweets & chats,Yes,No,4.0,221,BTM,Others,200.0,Desserts,Fusion/Contemporary Indian Cuisine
hotel dharshan,No,No,3.7,0,Kalyan Nagar,Quick Bites,150.0,Dine-out,South Indian Cuisine
bombay kulfis,No,No,3.3,4,Indiranagar,Dessert Parlor,200.0,Desserts,Desserts & Beverages
pretty baked,No,No,3.7,0,Hennur,"Takeaway, Delivery",300.0,Desserts,Desserts & Beverages
gabbar chai,No,No,3.7,74,Sarjapur Road,Cafe,555.4,Cafes,Fusion & Miscellaneous
the souk,Yes,No,3.7,66,Ulsoor,Cafe,800.0,Dine-out,Western Cuisine
purvanchal tokri,Yes,No,3.7,23,Banaswadi,Casual Dining,400.0,Dine-out,North Indian Cuisine
waffle stories,Yes,No,3.7,0,HSR,Dessert Parlor,300.0,Desserts,Desserts & Beverages
hotel janatha,No,No,3.9,31,Wilson Garden,Quick Bites,250.0,Dine-out,South Indian Cuisine
sultan's biryani,No,No,3.1,5,Bellandur,Delivery,700.0,Delivery,North Indian Cuisine
barbeque nation,No,Yes,4.7,41,Indiranagar,Casual Dining,400.0,Dine-out,North Indian Cuisine
the food therapy,No,No,3.7,0,Koramangala 1st Block,"Casual Dining, Bar",1000.0,Delivery,North Indian Cuisine
zeees,Yes,No,3.6,9,New BEL Road,Quick Bites,300.0,Delivery,North Indian Cuisine
keto kitchen,Yes,No,3.8,140,Kalyan Nagar,Casual Dining,700.0,Delivery,North Indian Cuisine
costal kadai,No,No,3.7,0,JP Nagar,Quick Bites,300.0,Dine-out,South Indian Cuisine
five star chicken,Yes,No,3.7,193,Brookefield,Quick Bites,200.0,Dine-out,Fast Food & Street Food
turquoise,No,No,2.8,56,JP Nagar,Others,400.0,Dine-out,North Indian Cuisine
fujian express,Yes,No,3.8,182,"ITPL Main Road, Whitefield",Food Court,600.0,Dine-out,Asian Cuisine
daawat restaurant bar & pub,Yes,No,3.5,9,Koramangala 7th Block,Others,700.0,Dine-out,North Indian Cuisine
mitraa da pizza,Yes,No,3.7,0,Kammanahalli,Delivery,250.0,Delivery,Western Cuisine
dhaba shaba,Yes,No,3.4,61,Sarjapur Road,Quick Bites,250.0,Delivery,North Indian Cuisine
take a break,No,No,3.4,7,Shanti Nagar,Casual Dining,600.0,Desserts,North Indian Cuisine
lake n bake,No,No,3.7,0,Commercial Street,Bakery,300.0,Desserts,Desserts & Beverages
bathinda dine,Yes,No,4.0,236,Bellandur,Casual Dining,950.0,Delivery,North Indian Cuisine
soda bottle opener wala,Yes,Yes,4.4,41,Lavelle Road,Others,400.0,Drinks & nightlife,North Indian Cuisine
cake paradise,Yes,No,3.7,0,Jayanagar,Bakery,350.0,Desserts,Desserts & Beverages
savoury - sea shell restaurant,Yes,No,3.9,467,BTM,Casual Dining,550.0,Delivery,North Indian Cuisine
juiceca,No,No,3.7,0,Indiranagar,Quick Bites,200.0,Dine-out,Fast Food & Street Food
sri sai sagar food,No,No,3.7,0,MG Road,Quick Bites,300.0,Dine-out,North Indian Cuisine
big mishra pedha,No,No,3.7,0,Rajajinagar,Others,250.0,Desserts,Fusion/Contemporary Indian Cuisine
barista,No,No,3.4,31,Others,Cafe,300.0,Cafes,Fusion & Miscellaneous
california burrito,No,No,4.1,343,Domlur,Others,400.0,Dine-out,Fast Food & Street Food
canopy,No,No,3.0,108,MG Road,Casual Dining,800.0,Delivery,North Indian Cuisine
new andhra chimney,No,No,3.1,71,Whitefield,Casual Dining,700.0,Dine-out,North Indian Cuisine
m9 - citrus hotels,No,No,3.1,10,Cunningham Road,Casual Dining,800.0,Dine-out,North Indian Cuisine
paratha junction,Yes,No,2.9,178,BTM,Quick Bites,300.0,Delivery,North Indian Cuisine
la' meze,Yes,No,3.6,31,Nagawara,Quick Bites,350.0,Delivery,Fast Food & Street Food
bong connections,No,No,3.7,0,Whitefield,Quick Bites,300.0,Dine-out,North Indian Cuisine
veg by nature,No,No,2.9,57,Malleshwaram,Quick Bites,300.0,Dine-out,North Indian Cuisine
fill n chill resto bar & pub,Yes,Yes,3.9,41,Koramangala 4th Block,Bar,400.0,Dine-out,North Indian Cuisine
de3 - the eatery,No,No,3.1,13,Others,Others,250.0,Dine-out,Fast Food & Street Food
kshatriya's kitchen,Yes,No,3.7,55,Whitefield,Quick Bites,300.0,Delivery,South Indian Cuisine
zee5 loft,Yes,No,4.4,363,Koramangala 6th Block,Cafe,500.0,Delivery,North Indian Cuisine
delhite food,Yes,No,3.5,6,Bellandur,Quick Bites,300.0,Delivery,North Indian Cuisine
the black pearl,No,Yes,4.7,41,Koramangala 5th Block,"Casual Dining, Bar",400.0,Dine-out,North Indian Cuisine
aishwarya parkland,No,No,2.9,59,Bannerghatta Road,Casual Dining,500.0,Dine-out,North Indian Cuisine
entropy cafe,Yes,No,4.1,41,Koramangala 6th Block,Cafe,600.0,Cafes,North Indian Cuisine
delhi walle,Yes,No,3.9,41,Marathahalli,Quick Bites,300.0,Delivery,North Indian Cuisine
sweet truth,Yes,No,3.8,51,JP Nagar,Delivery,500.0,Desserts,Desserts & Beverages
desi zaika,Yes,No,2.8,68,Kaggadasapura,Casual Dining,450.0,Delivery,North Indian Cuisine
gods own cafe,Yes,No,4.4,384,Koramangala 7th Block,Quick Bites,300.0,Delivery,South Indian Cuisine
one night in bangkok,No,No,3.7,0,Indiranagar,Casual Dining,400.0,Dine-out,Asian Cuisine
grillopia,Yes,No,3.9,97,BTM,Quick Bites,1000.0,Delivery,Western Cuisine
hsr slv fast food,Yes,No,3.7,34,HSR,Quick Bites,200.0,Delivery,South Indian Cuisine
the courtyard,No,Yes,3.9,297,Shanti Nagar,Cafe,750.0,Dine-out,Western Cuisine
lassi corner,Yes,No,3.3,68,Marathahalli,Others,250.0,Dine-out,Fast Food & Street Food
paratha plaza,No,No,3.9,220,Koramangala 4th Block,Quick Bites,250.0,Dine-out,North Indian Cuisine
tap house resto bar,Yes,Yes,3.4,183,Electronic City,"Casual Dining, Bar",900.0,Pubs and bars,North Indian Cuisine
kebarbiq,No,No,4.0,138,Koramangala 7th Block,Casual Dining,800.0,Dine-out,North Indian Cuisine
sharaab factory,Yes,Yes,3.9,406,Bellandur,Bar,400.0,Drinks & nightlife,North Indian Cuisine
fill n chill resto bar & pub,Yes,Yes,3.9,41,Koramangala 4th Block,Bar,400.0,Delivery,North Indian Cuisine
the hidden cafe,Yes,No,3.9,96,Koramangala 1st Block,Quick Bites,350.0,Dine-out,North Indian Cuisine
hatti kaapi,Yes,No,3.9,54,Brigade Road,Quick Bites,200.0,Delivery,South Indian Cuisine
padosi apke apne,No,No,3.7,0,JP Nagar,Quick Bites,300.0,Dine-out,North Indian Cuisine
grigliato,Yes,No,3.9,41,HSR,Casual Dining,1000.0,Delivery,Asian Cuisine
beijing bites,Yes,No,3.8,262,Richmond Road,Casual Dining,850.0,Delivery,Asian Cuisine
bengaluru cafe,No,No,3.3,4,Others,Quick Bites,150.0,Delivery,South Indian Cuisine
halo chef,Yes,No,3.9,145,Koramangala 4th Block,Delivery,500.0,Delivery,North Indian Cuisine
cafe cerrise,Yes,No,3.8,96,Ulsoor,Cafe,600.0,Delivery,Western Cuisine
hotel the nalanda,No,No,3.2,4,Electronic City,Casual Dining,700.0,Delivery,North Indian Cuisine
singh punjabi dhaba,No,No,3.8,67,BTM,Quick Bites,400.0,Delivery,North Indian Cuisine
galaxy kebabs & curries,No,No,3.7,0,Electronic City,Casual Dining,650.0,Delivery,North Indian Cuisine
once upon a flame,Yes,No,4.5,41,HSR,Casual Dining,400.0,Delivery,Western Cuisine
pappu chaiwalla,Yes,No,3.1,89,BTM,Quick Bites,350.0,Delivery,North Indian Cuisine
rolling rolls,No,No,3.7,0,Koramangala 1st Block,"Takeaway, Delivery",450.0,Delivery,Fast Food & Street Food
foodiction,No,No,3.7,0,BTM,Quick Bites,500.0,Dine-out,North Indian Cuisine
new andhra spicy,Yes,No,3.6,11,Bellandur,Quick Bites,200.0,Delivery,North Indian Cuisine
chaithanya andhra style family restaurant,No,No,3.2,4,Cunningham Road,Casual Dining,600.0,Delivery,North Indian Cuisine
cupcake bliss,Yes,No,3.7,0,Koramangala 7th Block,Bakery,200.0,Desserts,Fusion & Miscellaneous
matinee bar & kitchen,Yes,Yes,4.2,344,Marathahalli,Casual Dining,400.0,Dine-out,North Indian Cuisine
the timber times cafe,No,No,3.2,4,Malleshwaram,Cafe,400.0,Cafes,Fusion & Miscellaneous
rajveena kitchen,Yes,No,3.7,28,BTM,Quick Bites,500.0,Dine-out,North Indian Cuisine
cakeport,Yes,No,3.7,0,Bannerghatta Road,Bakery,400.0,Delivery,Fusion & Miscellaneous
chef fast food,Yes,No,3.2,27,Old Airport Road,Quick Bites,300.0,Delivery,North Indian Cuisine
kolkata famous kati roll,No,No,3.7,0,Domlur,Quick Bites,150.0,Dine-out,Fast Food & Street Food
cake spot,No,No,3.7,0,Electronic City,Bakery,400.0,Delivery,Fusion & Miscellaneous
shanmukha,Yes,No,4.4,41,Jayanagar,Casual Dining,800.0,Dine-out,North Indian Cuisine
bangalore masala house,Yes,No,4.2,255,Vasanth Nagar,Cafe,500.0,Desserts,Western Cuisine
maa bhook lagi,Yes,No,3.9,41,Whitefield,Delivery,400.0,Delivery,North Indian Cuisine
the biriyani pedia,Yes,No,3.9,57,BTM,Quick Bites,300.0,Delivery,North Indian Cuisine
aasife & brothers biriyani centre,Yes,No,3.9,125,HSR,Casual Dining,600.0,Delivery,North Indian Cuisine
eagles pizza,Yes,No,3.8,22,Kalyan Nagar,Quick Bites,650.0,Dine-out,Western Cuisine
tandoori bytes,Yes,No,3.6,60,Kumaraswamy Layout,Casual Dining,700.0,Delivery,North Indian Cuisine
smoke-a-pot,No,No,3.3,10,Koramangala 5th Block,"Takeaway, Delivery",600.0,Dine-out,Mughlai & Hyderabadi Cuisine
the waffles hut,Yes,No,4.0,42,Indiranagar,Dessert Parlor,400.0,Desserts,Desserts & Beverages
chatkara,No,No,3.7,0,Electronic City,Quick Bites,300.0,Delivery,North Indian Cuisine
punjabi raswada,Yes,Yes,3.5,431,Jayanagar,Casual Dining,800.0,Dine-out,North Indian Cuisine
kfc,Yes,No,3.9,41,New BEL Road,Quick Bites,400.0,Delivery,Fast Food & Street Food
re:fuel- aloft bengaluru cessna business park,No,No,3.7,0,Bellandur,Others,1000.0,Dine-out,Fast Food & Street Food
food magic,No,No,3.7,0,HSR,Quick Bites,300.0,Dine-out,North Indian Cuisine
sri durga grand,No,No,3.3,5,Rajajinagar,Quick Bites,300.0,Delivery,South Indian Cuisine
loukya veg restaurant,No,No,3.7,0,Bommanahalli,Quick Bites,300.0,Dine-out,North Indian Cuisine
empire restaurant,Yes,No,3.9,41,HSR,Casual Dining,750.0,Buffet,North Indian Cuisine
sintales,Yes,No,3.6,44,Sarjapur Road,Cafe,600.0,Delivery,Western Cuisine
double decker,No,Yes,4.3,41,Brigade Road,Others,400.0,Delivery,North Indian Cuisine
punjabi tasty khana,No,No,3.7,0,Malleshwaram,Quick Bites,450.0,Dine-out,North Indian Cuisine
hotel dil coorg,Yes,No,3.6,79,Ulsoor,Quick Bites,300.0,Dine-out,North Indian Cuisine
donne biriyani mane,No,No,3.2,23,HSR,Quick Bites,400.0,Dine-out,Mughlai & Hyderabadi Cuisine
lassi corner,No,No,3.2,9,Bellandur,Beverage Shop,300.0,Desserts,Desserts & Beverages
hotel godavari,Yes,No,3.9,226,BTM,Casual Dining,500.0,Dine-out,North Indian Cuisine
karavali kitchen,Yes,No,3.1,85,Sarjapur Road,Casual Dining,400.0,Delivery,Fusion & Miscellaneous
8 slice,Yes,No,3.7,74,Koramangala 6th Block,Delivery,600.0,Delivery,Western Cuisine
karavali lunch home,No,No,3.5,10,Majestic,Quick Bites,400.0,Dine-out,Fusion & Miscellaneous
the juicy,Yes,No,3.5,13,JP Nagar,Beverage Shop,100.0,Delivery,Desserts & Beverages
invitation bar & restaurant,No,No,3.0,15,BTM,Bar,1000.0,Delivery,North Indian Cuisine
two states,No,No,3.4,5,BTM,Quick Bites,250.0,Dine-out,North Indian Cuisine
mid-night crunch,Yes,No,3.7,455,HSR,"Takeaway, Delivery",400.0,Delivery,North Indian Cuisine
calvin's,Yes,No,3.8,434,Koramangala 5th Block,Others,800.0,Dine-out,Desserts & Beverages
new prashantha naati corner,No,No,3.3,6,Rajajinagar,Quick Bites,400.0,Delivery,South Indian Cuisine
rayan's biryani,No,No,3.6,26,Marathahalli,Quick Bites,450.0,Delivery,South Indian Cuisine
amontron,Yes,No,3.9,438,BTM,Casual Dining,650.0,Delivery,East Indian Cuisine
madurai idly dosai centre,No,No,3.3,16,Banaswadi,Quick Bites,150.0,Dine-out,South Indian Cuisine
night cafe,No,No,3.0,44,BTM,"Takeaway, Delivery",350.0,Delivery,North Indian Cuisine
burger king,Yes,No,4.0,41,New BEL Road,Quick Bites,600.0,Delivery,Fast Food & Street Food
rajdhani thali restaurant,Yes,Yes,3.8,41,Whitefield,Casual Dining,900.0,Delivery,North Indian Cuisine
friends night kitchen,Yes,No,3.8,109,Koramangala 6th Block,"Takeaway, Delivery",400.0,Delivery,Western Cuisine
barbeque nation,No,Yes,4.5,41,Rajajinagar,Casual Dining,400.0,Dine-out,North Indian Cuisine
al madina roll house,Yes,No,3.6,16,Kalyan Nagar,Quick Bites,150.0,Dine-out,Mughlai & Hyderabadi Cuisine
bombay brasserie,Yes,No,4.3,41,Bellandur,Casual Dining,400.0,Dine-out,Fusion & Miscellaneous
cafe medley,Yes,No,4.2,41,Koramangala 5th Block,Cafe,800.0,Dine-out,Western Cuisine
marakachi,Yes,No,3.7,82,Kalyan Nagar,Casual Dining,600.0,Dine-out,Fusion & Miscellaneous
royal tea house,No,No,3.7,0,Shivajinagar,Quick Bites,100.0,Delivery,North Indian Cuisine
more pizza,Yes,No,3.8,46,JP Nagar,Quick Bites,450.0,Dine-out,Western Cuisine
maia - eat | bake | mom,Yes,Yes,4.3,41,Bellandur,Casual Dining,400.0,Delivery,North Indian Cuisine
masale daan,Yes,No,3.1,4,Banashankari,Delivery,350.0,Delivery,North Indian Cuisine
munch box,No,No,3.7,0,New BEL Road,Quick Bites,400.0,Delivery,North Indian Cuisine
bullet biryani,Yes,No,3.2,9,BTM,"Takeaway, Delivery",300.0,Delivery,Mughlai & Hyderabadi Cuisine
bullet biryani,Yes,No,3.2,9,BTM,"Takeaway, Delivery",300.0,Delivery,Mughlai & Hyderabadi Cuisine
d-zaprino,Yes,No,3.8,25,Nagawara,"Takeaway, Delivery",350.0,Delivery,Western Cuisine
burger king,Yes,No,4.0,41,Indiranagar,Quick Bites,600.0,Delivery,Fast Food & Street Food
biriyani zone,Yes,No,3.9,393,Whitefield,Casual Dining,800.0,Delivery,North Indian Cuisine
white horse,No,Yes,3.7,96,Malleshwaram,Bar,1100.0,Drinks & nightlife,North Indian Cuisine
ammi's biryani,No,No,2.7,231,Indiranagar,Quick Bites,350.0,Dine-out,North Indian Cuisine
longlive pizza,Yes,No,3.2,61,Kaggadasapura,"Takeaway, Delivery",400.0,Delivery,Western Cuisine
indori chatorey,Yes,No,2.8,137,BTM,Quick Bites,300.0,Dine-out,North Indian Cuisine
chugg,No,Yes,4.0,41,Church Street,Others,1100.0,Dine-out,North Indian Cuisine
five senses,Yes,No,3.7,0,Ulsoor,"Takeaway, Delivery",500.0,Delivery,North Indian Cuisine
idly pidly,Yes,No,3.2,148,Bannerghatta Road,Quick Bites,250.0,Dine-out,South Indian Cuisine
helloo delhi,Yes,Yes,4.1,221,Koramangala 4th Block,Casual Dining,1000.0,Delivery,North Indian Cuisine
stoked!,No,No,4.3,295,Koramangala 4th Block,Cafe,850.0,Dine-out,Western Cuisine
telugu velugu,Yes,No,3.7,0,HSR,Quick Bites,500.0,Delivery,South Indian Cuisine
sv food garden,No,No,3.7,0,Koramangala 8th Block,Quick Bites,250.0,Delivery,North Indian Cuisine
food town,Yes,No,3.2,5,Indiranagar,Delivery,200.0,Delivery,Asian Cuisine
1947,No,Yes,3.9,41,Rajajinagar,Casual Dining,1000.0,Buffet,North Indian Cuisine
parika multicuisine restaurant,Yes,Yes,3.8,203,Richmond Road,Casual Dining,400.0,Dine-out,North Indian Cuisine
haagen dazs,Yes,No,3.9,79,Koramangala 7th Block,Dessert Parlor,800.0,Delivery,Desserts & Beverages
cafe black pepper,No,No,3.7,0,Electronic City,Quick Bites,200.0,Delivery,Fast Food & Street Food
sreeraj lassi bar,Yes,No,3.7,71,Malleshwaram,Others,150.0,Desserts,Desserts & Beverages
stir fry,No,No,4.0,209,Residency Road,Casual Dining,500.0,Dine-out,Asian Cuisine
r s lunch home,No,No,3.4,11,Shanti Nagar,Quick Bites,300.0,Dine-out,South Indian Cuisine
venad kitchen,Yes,No,3.8,93,Kaggadasapura,"Takeaway, Delivery",300.0,Delivery,South Indian Cuisine
petoo,Yes,No,3.8,178,Koramangala 1st Block,Casual Dining,800.0,Dine-out,North Indian Cuisine
sakshi,Yes,No,3.0,38,Bannerghatta Road,Casual Dining,550.0,Delivery,North Indian Cuisine
easy tiger,No,No,4.3,41,Church Street,Others,1100.0,Dine-out,Western Cuisine
desi deck,Yes,Yes,3.9,96,Brigade Road,"Casual Dining, Bar",400.0,Pubs and bars,North Indian Cuisine
andhra vilaas,Yes,No,3.7,52,Sarjapur Road,Quick Bites,350.0,Dine-out,North Indian Cuisine
sapna bakery,No,No,3.7,0,Bommanahalli,Quick Bites,250.0,Dine-out,South Indian Cuisine
dosa plaza,Yes,No,3.8,140,Koramangala 5th Block,Quick Bites,200.0,Dine-out,North Indian Cuisine
grahaira,No,No,3.7,0,Commercial Street,Quick Bites,300.0,Delivery,North Indian Cuisine
bun maska chai,Yes,No,3.9,120,Jeevan Bhima Nagar,Quick Bites,250.0,Delivery,Fusion/Contemporary Indian Cuisine
the cravery,Yes,No,2.6,18,JP Nagar,Cafe,500.0,Delivery,Fusion & Miscellaneous
desi rasoi,Yes,Yes,3.8,363,Jayanagar,Casual Dining,600.0,Dine-out,North Indian Cuisine
sree ganesh juice center,Yes,No,3.7,0,Indiranagar,Quick Bites,100.0,Dine-out,Desserts & Beverages
chaai resto,Yes,No,3.9,97,Kalyan Nagar,Cafe,350.0,Dine-out,Fast Food & Street Food
cream and fudge,Yes,No,3.1,9,Brookefield,Dessert Parlor,250.0,Desserts,Desserts & Beverages
cool joint,No,No,4.2,41,Jayanagar,Beverage Shop,250.0,Desserts,Desserts & Beverages
yumyumsouth,Yes,No,3.5,36,Koramangala 7th Block,Delivery,600.0,Delivery,South Indian Cuisine
chef baker's,Yes,No,2.9,30,Sarjapur Road,Others,450.0,Dine-out,Fusion & Miscellaneous
chef baker's,Yes,No,3.8,101,Electronic City,Others,600.0,Delivery,Western Cuisine
anika's india kitchen,Yes,No,3.3,6,HSR,Delivery,250.0,Delivery,North Indian Cuisine
mahek of punjab,Yes,No,2.7,75,Marathahalli,Quick Bites,400.0,Delivery,North Indian Cuisine
haute,No,Yes,4.2,69,Indiranagar,Casual Dining,400.0,Dine-out,Asian Cuisine
malabar kitchen,Yes,No,3.1,5,Commercial Street,Quick Bites,300.0,Dine-out,North Indian Cuisine
ruchi foods,Yes,No,3.7,0,Bannerghatta Road,Quick Bites,400.0,Dine-out,South Indian Cuisine
ruchis point,Yes,No,3.8,75,Banashankari,Quick Bites,200.0,Delivery,Asian Cuisine
cafe cosy,No,Yes,4.1,113,Jayanagar,Cafe,800.0,Cafes,Asian Cuisine
wafl cafãâãâãâãâãâãâãâãâãâãâãâãâãâãâãâãâ©,Yes,No,3.9,88,Residency Road,Others,400.0,Delivery,Western Cuisine
keventers,Yes,No,3.7,34,Kalyan Nagar,Others,400.0,Delivery,Desserts & Beverages
barista,No,No,3.7,35,Shanti Nagar,Cafe,300.0,Dine-out,Fusion & Miscellaneous
the tower of pizza,No,No,2.9,16,Koramangala 5th Block,Quick Bites,500.0,Delivery,Western Cuisine
new kudla family resturant,Yes,No,3.2,6,MG Road,Quick Bites,450.0,Delivery,North Indian Cuisine
status bar& restaurant,No,No,3.3,4,Majestic,Bar,1000.0,Dine-out,Asian Cuisine
five star chicken,Yes,No,3.5,11,Wilson Garden,Quick Bites,200.0,Delivery,Fast Food & Street Food
toki taco house,Yes,No,3.6,72,Koramangala 6th Block,Quick Bites,200.0,Delivery,Fusion & Miscellaneous
sri krishna sagar,Yes,No,3.5,235,HSR,Quick Bites,400.0,Delivery,North Indian Cuisine
rr taste of bangalore,No,No,3.7,0,Majestic,Quick Bites,200.0,Dine-out,South Indian Cuisine
kitchen of joy,Yes,No,4.1,41,Indiranagar,Quick Bites,400.0,Dine-out,East Indian Cuisine
potato bae,Yes,No,4.0,51,Koramangala 5th Block,Quick Bites,500.0,Delivery,Fast Food & Street Food
little paramount restaurants,No,No,3.6,32,Vasanth Nagar,Quick Bites,400.0,Delivery,North Indian Cuisine
cake of the day,No,No,3.5,19,Majestic,Others,150.0,Delivery,Fusion & Miscellaneous
hot rolls & house of kebabs,Yes,No,3.1,55,JP Nagar,Quick Bites,200.0,Delivery,Mughlai & Hyderabadi Cuisine
navi food point,Yes,No,3.6,22,Basavanagudi,Quick Bites,200.0,Delivery,Fast Food & Street Food
slv grand,Yes,No,3.3,65,"ITPL Main Road, Whitefield",Quick Bites,300.0,Delivery,South Indian Cuisine
drava,No,Yes,4.4,115,Koramangala 5th Block,Others,400.0,Drinks & nightlife,North Indian Cuisine
chaai resto,Yes,No,4.1,33,Sarjapur Road,Cafe,200.0,Delivery,Fast Food & Street Food
sri sai ganesh andhra mess,No,No,3.7,0,Indiranagar,Quick Bites,300.0,Delivery,South Indian Cuisine
saatvikk,No,No,2.8,132,Brigade Road,Casual Dining,650.0,Buffet,North Indian Cuisine
konaseema kitchen,Yes,Yes,3.8,41,Marathahalli,Casual Dining,600.0,Dine-out,North Indian Cuisine
pulimunchi,Yes,Yes,4.3,41,Indiranagar,Casual Dining,1000.0,Delivery,Seafood
just like mum's,No,No,3.7,0,Electronic City,Bakery,200.0,Delivery,Desserts & Beverages
biggies burger 'n' more,Yes,No,3.9,176,Electronic City,Quick Bites,650.0,Cafes,Fast Food & Street Food
annapurna bengali restaurant,No,No,3.9,50,Whitefield,Casual Dining,500.0,Delivery,East Indian Cuisine
kenny's restaurant,Yes,No,3.4,38,Banaswadi,Quick Bites,450.0,Delivery,Asian Cuisine
wow vada pav,Yes,No,3.3,46,Bannerghatta Road,Quick Bites,150.0,Delivery,Fusion/Contemporary Indian Cuisine
sindhu family restaurant,No,No,3.2,4,New BEL Road,Casual Dining,600.0,Dine-out,North Indian Cuisine
hoot,Yes,Yes,4.2,41,Sarjapur Road,Others,400.0,Pubs and bars,North Indian Cuisine
classic biryani hut,Yes,No,3.4,10,HSR,Quick Bites,300.0,Delivery,Mughlai & Hyderabadi Cuisine
i-bar - the park bangalore,No,No,3.8,41,MG Road,Others,400.0,Drinks & nightlife,North Indian Cuisine
indian tadka,Yes,No,3.7,215,Whitefield,Food Court,700.0,Dine-out,North Indian Cuisine
true south,Yes,No,3.7,0,Electronic City,Quick Bites,200.0,Dine-out,Fast Food & Street Food
north indian tadka,Yes,No,3.0,6,Ejipura,Quick Bites,200.0,Delivery,North Indian Cuisine
